Score_Comercial,Es_Desarrollo_Propio,Precio_Confiable,Municipio,Colonia,Operación,Tipo,Título/Colonia,Precio,precio_m2,precio_m2_vs_mediana,Recámaras,Baños,m²,Completitud,codigo_eb,Liga,lat,lon
33.1,,True,Tonalá,Loma Dorada Secc A,VENTA,Edificio,"Edificio en venta, Col. Loma Dorada, Tonalá, Jal.",7900000.0,15800.0,0.014250647756716136,,,500.0,0.5,EB-UX4523,https://www.aciertamax.com/property/edificio-en-venta-col-loma-dorada-tonala-jal,20.6273249,-103.2619221
33.0,,True,Tlajomulco de Zúñiga,El Palomar,VENTA,Terreno,"TERRENO EN VENTA EN EL PALOMAR, TLAJOMULCO",5650000.0,6831.92261185006,0.011983512927712065,,,827.0,0.5,EB-VQ0894,https://www.aciertamax.com/property/edificio-de-oficinas-amueblado-en-renta-en-ciudad-granja,20.5909375463,-103.4685187769
33.0,,True,Tonalá,El Moral,VENTA,Terreno industrial,Lote industrial en reventa en AXIS 3,19176356.0,8200.0,0.012098303726692315,,,2338.58,0.5,EB-WD1562,https://www.aciertamax.com/property/lote-industrial-en-reventa-en-axis-3,20.6232529,-103.2131958
33.0,,True,Tonalá,Tonalá Centro,VENTA,Terreno industrial,TERRENO INDUSTRIAL EN VENTA EN PERIF. ORIENTE,12595200.0,8200.0,0.012098303726692315,,,1536.0,0.5,EB-VE8977,https://www.aciertamax.com/property/terreno-industrial-en-venta-en-perif-oriente,20.6166781672,-103.2143855169
33.0,,True,Tonalá,Puerta Sol,VENTA,Terreno industrial,TERRENO EN VENTA EN PARQUE INDUSTRIAL,15760400.0,8200.0,0.012098303726692315,,,1922.0,0.5,EB-VD9858,https://www.aciertamax.com/property/terreno-en-venta-en-parque-industrial-puerta-sol,20.6217002,-103.2217651
33.0,,True,Zapopan,El Colli Urbano 1a. Sección,RENTA,Terreno comercial,TERRENO COMERCIAL en el Colli,49000.0,59.39393939393939,0.010129241124713983,,,825.0,0.5,EB-WQ3055,https://www.aciertamax.com/property/terreno-comercial-en-el-colli,20.6421725,-103.4172846
32.9,,True,Guadalajara,Jardines de La Cruz 1a. Sección,RENTA,Bodega comercial,Bodega Comercial Renta Zona Abastos,130000.0,115.96788581623551,0.008685440639321617,,,1121.0,0.5,EB-VZ9449,https://www.aciertamax.com/property/bodega-comercial-renta-zona-abastos,20.6489507,-103.3791169
32.9,,True,Guadalajara,Arcos,VENTA,Oficina,"Oficina en Venta en Colonia Ladrón de Guevara, Guadalajara, Jalisco",4655000.0,59894.49305198147,0.009245558171669013,,,77.72,0.5,EB-VO0013,https://www.aciertamax.com/property/desarrollo-de-uso-mixto-con-oficinas-area-comercial-y-residencias,20.6780351,-103.4132309
32.9,,True,Guadalajara,Verde Valle,RENTA,Oficina,Oficinas a unas calles de expo Guadalajara,54950.0,366.3333333333333,0.009909909909909961,,,150.0,0.5,EB-TK6873,https://www.aciertamax.com/property/oficinas-a-unas-calles-de-expo-guadalajara,20.6558872,-103.3897993
32.9,,True,Tlajomulco de Zúñiga,La Tijera,VENTA,Bodega industrial,"Bodega en Venta al sur de la ciudad, entre López mateos y camino Real",12000000.0,18461.53846153846,0.007916428629723301,,,650.0,0.5,EB-VZ7118,https://www.aciertamax.com/property/bodega-en-venta-al-sur-de-la-ciudad-entre-lopez-mateos-y-camino-real,20.5867785,-103.4361924
32.9,,True,Tlajomulco de Zúñiga,Santa Cruz de las Flores,RENTA,Bodega comercial,BODEGA EN RENTA en Avant Industrial Park,120000.0,120.0,0.008347674603396098,,,1000.0,0.5,EB-UQ3614,https://www.aciertamax.com/property/bodega-en-renta-en-avant-industrial-park-santa-cruz-de-las-flores,20.4860526,-103.5063706
32.8,,True,Zapopan,Puerta de Hierro,VENTA,Oficina,OFICINA EN VENTA ZONA ANDARES TORRE DOS PUNTAS ZAPOPAN JALISCO,12900000.0,69459.40124919233,0.007011832558944502,,,185.72,0.5,EB-SI9619,https://www.aciertamax.com/property/oficina-en-venta-zona-andares-torre-dos-puntas-zapopan-jalisco,20.7109944,-103.410006
32.8,,True,Tlaquepaque,Lomas de Santa María,VENTA,Bodega comercial,Bodega en venta a 1 cuadra de periférico sur,5500000.0,13118.977196832364,0.007478140909110277,,,419.24,0.5,EB-TW1487,https://www.aciertamax.com/property/bodega-en-venta-a-1-cuadra-de-periferico-sur,20.5936812,-103.3855878
32.8,,True,Tlajomulco de Zúñiga,Tulipanes,VENTA,Bodega comercial,"BODEGA EN LA TIJERA, CERCA DE COSTCO",7490000.0,19010.15228426396,0.006287494231656621,,,394.0,0.5,EB-VG9054,https://www.aciertamax.com/property/bodega-en-la-tijera-cerca-de-costco-tulipanes,20.5860248,-103.4387029
32.8,,True,Zapopan,Residencial Victoria,RENTA,Local comercial,AMPLIO LOCAL A DOS CUADRAS DE PLAZA DEL SOL,39034.0,358.11009174311926,0.0061124947285502015,,,109.0,0.5,EB-VA2929,https://www.aciertamax.com/property/amplio-local-a-dos-cuadras-de-plaza-del-sol,20.6467794877,-103.4004170019
32.8,,True,Tlajomulco de Zúñiga,Tulipanes,VENTA,Bodega comercial,"BODEGA EN LA TIJERA, CERCA DE COSTCO",7490000.0,19010.15228426396,0.006287494231656621,,,394.0,0.5,EB-WC0044,https://www.aciertamax.com/property/bodega-en-la-tijera-cerca-de-costco-tulipanes-tlajomulco-de-zuniga,20.5860248,-103.4387029
32.7,,True,Guadalajara,Jardines del Bosque Centro,VENTA,Terreno comercial,"Terreno Comercial en Venta – Av. Inglaterra, Jardines del Bosque GDL",26105625.0,17500.0,0.005424954792043325,,,1491.75,0.5,EB-VF4662,https://www.aciertamax.com/property/terreno-comercial-en-venta-av-inglaterra-jardines-del-bosque-gdl,20.6679437,-103.3831942
32.7,,True,Guadalajara,Mezquitan,VENTA,Terreno,Se vende como terreno,11101244.84,20888.98998946259,0.005286190977971966,,,531.44,0.5,EB-SG5355,https://www.aciertamax.com/property/se-vende-como-terreno-mezquitan,20.7043825,-103.3561027
32.7,,True,Guadalajara,La Perla,VENTA,Bodega comercial,Bodega Comercial Colonia La Perla 1250m2,16500000.0,18333.333333333332,0.0054363376251789376,,,900.0,0.5,EB-WN5171,https://www.aciertamax.com/property/bodega-comercial-colonia-la-perla-1250m2,20.6790143,-103.3261809
32.7,,True,Zapopan,Nextipac,RENTA,Nave industrial,NAVE EN RENTA/VENTA EN CAPITHAL PARK NEXTIPAC,78000.0,128.97891690781316,0.003937859441724208,,,604.75,0.5,EB-WK8011,https://www.aciertamax.com/property/nave-en-renta-venta-en-capithal-park-nextipac,20.7423109,-103.5383922
32.7,,True,Tlajomulco de Zúñiga,Santa Cruz de las Flores,RENTA,Bodega industrial,Bodega Nueva EN VENTA Carretera San Isidro Mazatepec,100000.0,124.84394506866417,0.0050188205771642975,,,801.0,0.5,EB-VV4035,https://www.aciertamax.com/property/bodega-nueva-en-venta-carretera-san-isidro-mazatepec,20.4836912,-103.5151319
32.6,,True,Tlajomulco de Zúñiga,Real Del Valle,RENTA,Nave industrial,NAVES EN RENTA EN PARQUE INDUSTRIAL,2600000.0,130.0,0.0016000000000000727,,,20000.0,0.5,EB-RO5499,https://www.aciertamax.com/property/naves-en-renta-en-parque-industrial-real-del-valle-tlajomulco-de-zuniga,20.5400606077,-103.3649969317
32.6,,True,Tlaquepaque,Las Pomas,RENTA,Bodega comercial,Se renta bodega comercial con espacios para oficina,165000.0,113.95027624309392,0.002770083102492985,,,1448.0,0.5,EB-WU2322,https://www.aciertamax.com/property/se-renta-bodega-comercial-con-espacios-para-oficina,20.581605,-103.4238577
32.6,,True,Zapopan,La Venta Del Astillero,VENTA,Terreno industrial,TERRENO INDUSTRIAL EN VENTA EN ALDEA PARK 1,19294993.46,8497.0399992954,0.0025714135412770694,,,2270.79,0.5,EB-VI6994,https://www.aciertamax.com/property/terreno-industrial-en-venta-en-aldea-park-1,20.732677,-103.5329521
32.6,,True,Guadalajara,Guadalajara Centro,VENTA,Terreno,Terreno en Venta en el Centro de Gdl,25000000.0,20955.574182732606,0.0021155151079711642,,,1193.0,0.5,EB-QE4186,https://www.aciertamax.com/property/terreno-en-venta-en-col-centro-guadalajara-guadalajara-centro,20.6766601,-103.3522484
32.6,,True,Guadalajara,Revolución,VENTA,Edificio,RENTABLE HOTEL DE LOFTS EN VENTA CON 26 UNIDADES EN MEDRANO,14910000.0,22556.73222390318,0.0030394288956126702,,,661.0,0.5,EB-UU6373,https://www.aciertamax.com/property/venta-edificio-con-26-hostales-activos,20.6649979,-103.3235199
32.6,,True,Zapopan,Valle Real,RENTA,Local en centro comercial,SE RENTA QUIOSCO EN PLZA ALADA VALLE REAL,44999.0,359.992,0.003076478893670668,,,125.0,0.5,EB-RI6639,https://www.aciertamax.com/property/se-renta-quiosco-en-plza-alada-valle-real-valle-real,20.7220188,-103.4388948
32.6,,True,Zapopan,La Venta Del Astillero,RENTA,Bodega comercial,Bodega en Renta - Aldea Park,252000.0,129.76313079299692,0.0018220708231006292,,,1942.0,0.5,EB-VI9576,https://www.aciertamax.com/property/bodega-en-renta-aldea-park-la-venta-del-astillero,20.732677,-103.5329521
32.6,,True,Zapopan,San Francisco Tesistán,VENTA,Terreno industrial,¡TERRENO EN VENTA PARQUE INDUSTRIAL ELITE SANTA LUCIA PARK !! !!,9902500.0,8500.0,0.002223952623245608,,,1165.0,0.5,EB-RT5557,https://www.aciertamax.com/property/terreno-en-venta-parque-industrial-elite-santa-lucia-park,20.802034,-103.4960404
32.5,,True,Tonalá,Colinas de Tonalá,RENTA,Bodega industrial,BODEGA EN RENTA EN PERIFERICO ORIENTE,474460.0,140.0,-0.1900407668904206,,,3389.0,0.5,EB-VD6365,https://www.aciertamax.com/property/bodega-en-renta-en-periferico-oriente-colinas-de-tonala-tonala,20.6184769492,-103.213342601
32.5,,True,Guadalajara,La Nogalera,VENTA,Bodega comercial,"BODEGA RENTADA EN VENTA – ZONA INDUSTRIAL, GUADALAJARA (TRIGO 367)",9000000.0,22113.022113022114,-0.19960772321287346,,,407.0,0.5,EB-UU5664,https://www.aciertamax.com/property/bodega-rentada-en-venta-zona-industrial-guadalajara-trigo-367,20.6337029,-103.3424725
32.5,,True,Zapopan,La Venta Del Astillero,VENTA,Terreno industrial,Aprovecha oportunidad lote industrial en Spring Park (La Venta),7357275.0,11375.763432547352,-0.3353487380729549,,,646.75,0.5,EB-SS9934,https://www.aciertamax.com/property/aprovecha-oportunidad-lote-industrial-en-spring-park-la-venta,20.7279337,-103.5444622
32.5,,True,Guadalajara,Mezquitan,VENTA,Terreno,Se vende propiedad como terreno,8856936.0,21913.887720513645,-0.043518462881602146,,,404.17,0.5,EB-SJ5420,https://www.aciertamax.com/property/se-vende-propiedad-como-terreno-mezquitan,20.6973983,-103.3558601
32.5,,True,Guadalajara,Jardines del Bosque Norte,VENTA,Local comercial,LOCAL COMERCIAL JUNTO A LA TRATORÍA!,8845000.0,68565.89147286821,-1.1224595421530248,,,129.0,0.5,EB-PN5145,https://www.aciertamax.com/property/local-comercial-junto-a-la-tratoria,20.6662429,-103.3905693
32.5,,True,Tonalá,Haciendas Tonalá,RENTA,Nave industrial,NAVE EN RENTA / VENTA EN PARQUE INDUSTRIAL INDUJAL,921240.0,149.55194805194805,0.0,,,6160.0,0.5,EB-VP0719,https://www.aciertamax.com/property/nave-en-renta-en-parque-industrial-indujal-haciendas-tonala,20.6145802936,-103.1754855983
32.5,,True,Zapopan,Santa Catalina,VENTA,Terreno,Terreno en venta en Santa Catalina en Zona Real,7464870.0,21027.802816901407,-0.17253281485915475,,,355.0,0.5,EB-US6720,https://www.aciertamax.com/property/terreno-en-venta-en-santa-catalina-en-zona-real,20.7257633,-103.4515381
32.5,,True,Guadalajara,Analco,VENTA,Bodega comercial,Increíble bodega en venta en la mejor zona de Guadalajara,9500000.0,19791.666666666668,-0.07367668097281833,,,480.0,0.5,EB-UE7652,https://www.aciertamax.com/property/increible-bodega-en-venta-en-la-mejor-zona-de-guadalajara,20.6687173,-103.3438466
32.5,,True,Tonalá,Alamedas de Zalatitán,RENTA,Terreno comercial,Terreno comercial sobre Av Malecón Tonala,255000.0,150.0,-0.5423340961098398,,,1700.0,0.5,EB-VS8478,https://www.aciertamax.com/property/terreno-comercial-sobre-av-malecon-tonala,20.6675319,-103.2715723
32.5,,True,Tonalá,Tonalá Centro,RENTA,Nave industrial,NAVE EN RENTA EN PARQUE INDUSTRIAL TONALA,249532.0,165.03439153439155,-0.1035255219615431,,,1512.0,0.5,EB-PO3443,https://www.aciertamax.com/property/nave-en-renta-en-parque-industrial-tonala-tonala-centro,20.6206775,-103.2224773
32.5,,True,Tonalá,El Vado,RENTA,Bodega comercial,BODEGA 64 EN RENTA EN PARQUE INDUSTRIAL,209587.0,136.36109303838646,-0.0878182082318597,,,1537.0,0.5,EB-VI6277,https://www.aciertamax.com/property/bodega-64-en-renta-en-parque-industrial,20.6217002,-103.2217651
32.5,,True,Tonalá,Haciendas Tonalá,RENTA,Nave industrial,NAVE EN RENTA / VENTA EN PARQUE INDUSTRIAL INDUJAL,207573.0,169.0292582428768,-0.13023775647618555,,,1228.03,0.5,EB-VP0590,https://www.aciertamax.com/property/nave-en-renta-en-parque-industrial-indujal,20.6145802936,-103.1754855983
32.5,,True,Tonalá,Colinas de Tonalá,RENTA,Nave industrial,NAVE EN RENTA EN PARQUE INDUSTRIAL,186060.0,155.5685618729097,-0.040230929114154594,,,1196.0,0.5,EB-WA8382,https://www.aciertamax.com/property/nave-en-renta-en-parque-industrial-fcebddec-b439-41c5-bee1-1bd262c4c09d,20.6165234204,-103.213330402
32.5,,True,Zapopan,Solares,VENTA,Terreno,Terreno en Venta en Privanza,7000000.0,28852.891471909646,-0.6088681422859731,,,242.61,0.5,EB-TF9808,https://www.aciertamax.com/property/terreno-en-venta-en-privanza,20.7333915694,-103.4772244697
32.5,,True,Tonalá,Ciudad Aztlán,RENTA,Bodega comercial,Bodega con gran terreno  en Cd Aztlan Tonala,90000.0,150.0,-0.19662234732046965,,,600.0,0.5,EB-VO0586,https://www.aciertamax.com/property/bodega-con-gran-terreno-en-cd-aztlan-tonala,20.6135697,-103.2800373
32.5,,True,Tonalá,El Vado,RENTA,Bodega industrial,"Bodega en renta, Parque Elite Periferico Ote. I Industrial",175000.0,125.0,-0.06253639900930409,,,1400.0,0.5,EB-VM8767,https://www.aciertamax.com/property/bodega-en-renta-parque-elite-periferico-ote-i-industrial,20.6231116123,-103.209945619
32.5,,True,Tonalá,Colinas de Tonalá,RENTA,Bodega industrial,BODEGA EN RENTA EN PERIFERICO ORIENTE,130000.0,120.70566388115135,-0.02603329152244783,,,1077.0,0.5,EB-WX3733,https://www.aciertamax.com/property/bodega-en-renta-en-periferico-oriente-colinas-de-tonala-bodega-industrial,20.6159949054,-103.213928183
32.5,,True,Zapopan,La Venta Del Astillero,VENTA,Terreno industrial,"LOTES INDUSTRIALES EN VENTA  ALDEA PARK , ZAPOPAN",7001071.0,8537.891463414635,-0.002223952623245608,,,820.0,0.5,EB-VD6343,https://www.aciertamax.com/property/lotes-industriales-en-venta-aldea-park-zapopan-la-venta-del-astillero-terreno-industrial,20.732677,-103.5329521
32.5,,True,Zapopan,Rinconada del Bosque,VENTA,Terreno,¡Terreno en Venta en Coto Cantares en Rinconada del Bosque!,7135934.0,29900.0,-0.6672560357142856,,,238.66,0.5,EB-TU5610,https://www.aciertamax.com/property/terreno-en-venta-en-coto-cantares-en-rinconada-del-bosque,20.6906839,-103.4438786
32.5,,True,Tonalá,Colinas de Tonalá,RENTA,Bodega industrial,Axis Centro Logístico,130000.0,120.64517326502961,-0.02551910367102505,,,1077.54,0.5,EB-QB9771,https://www.aciertamax.com/property/axis-centro-logistico,20.6164773326,-103.2132053375
32.5,,True,Guadalajara,Americana,VENTA,Terreno,Terreno en Venta a media cuadra de Av Chapultepec,7800000.0,28888.88888888889,-0.37566137566137575,,,270.0,0.5,EB-XA2716,https://www.aciertamax.com/property/terreno-en-venta-a-media-cuadra-de-av-chapultepec-americana,20.6700059,-103.367679
32.5,,True,Guadalajara,Insurgentes 1a Secc,VENTA,Local comercial,"Venta de Local Comercial en Plaza Orange $8,000,000.00 , Insurgentes, GDL",8000000.0,80000.0,-1.476402767102229,,,100.0,0.5,EB-TF7362,https://www.aciertamax.com/property/venta-de-local-comercial-en-plaza-orange-8-000-000-00-insurgentes-gdl,20.6502270388,-103.285992192
32.5,,True,Zapopan,Nextipac,VENTA,Terreno industrial,TERRENO INDUSTRIAL DISPONIBLE EN  NEXTIPAC CATEGORÍA ELITE,8103450.0,8904.89010989011,-0.04530424190241243,,,910.0,0.5,EB-SV1897,https://www.aciertamax.com/property/terreno-industrial-disponible-en-nextipac-categoria-elite,20.7851972533,-103.5159805192
32.5,,True,Guadalajara,Miravalle,VENTA,Local comercial,LOCAL EN VENTA EN THALATHA,8685600.0,37763.47826086957,-0.16896977575777838,,,230.0,0.5,EB-EQ9085,https://www.aciertamax.com/property/local-en-venta-en-av-gobernador-curiel-en-guadalajara,20.6263432699,-103.3482531609
32.5,,True,Zapopan,Nextipac,VENTA,Terreno industrial,TERRENO INDUSTRIAL DISPONIBLE EN  NEXTIPAC CATEGORÍA ELITE,8103450.0,9468.970191285245,-0.11151901766928257,,,855.79,0.5,EB-SV2000,https://www.aciertamax.com/property/terreno-industrial-disponible-en-nextipac-categoria-elite-nextipac-zapopan,20.7851972533,-103.5159805192
32.5,,True,Guadalajara,Colinas de San Javier,VENTA,Oficina,Oficina en venta Héredit ANDARES,8500000.0,86610.9639290809,-0.4326892649261921,,,98.14,0.5,EB-UE6675,https://www.aciertamax.com/property/oficina-en-venta-y-renta-heredit-andares,20.7054131,-103.4035392
32.5,,True,Zapopan,Paseos del Parque,VENTA,Terreno,"Terreno en venta en coto Lila, Paseos del Parque, Parque Metropolitano, Zapopan",7581375.0,34500.0,-0.9237569642857141,,,219.75,0.5,EB-UT6271,https://www.aciertamax.com/property/terreno-en-venta-en-coto-lila-paseos-del-parque-parque-metropolitano-zapopan,20.6689971322,-103.4465579967
32.5,,True,Zapopan,Paseos del Parque,VENTA,Terreno,Exclusivo terreno en venta Coto Crisantemos,7215840.0,36000.0,-1.0073985714285714,,,200.44,0.5,EB-SO0415,https://www.aciertamax.com/property/exclusivo-terreno-en-venta-coto-crisantemos,20.6694991,-103.4448179
32.5,,True,Zapopan,Seattle,VENTA,Terreno,Terrenos Residenciales EXCLUSIVOS en Coto en Colonia SEATTLE,9550000.0,40126.05042016807,-1.23747156362545,,,238.0,0.5,EB-VY7668,https://www.aciertamax.com/property/terrenos-residenciales-exclusivos-en-coto-en-colonia-seattle,20.7161969,-103.3763785
32.5,,True,Zapopan,Prados Vallarta,VENTA,Edificio,VENTA EDIFICIO AV. VALLARTA ZONA DE LOS CUBOS!!,9500000.0,22619.04761904762,0.0,,,420.0,0.5,EB-WL3126,https://www.aciertamax.com/property/venta-edificio-av-vallarta-zona-de-los-cubos,20.6783670687,-103.420175184
32.5,,True,Zapopan,Residencial Victoria,RENTA,Local comercial,LOCAL A 2 MIN DE PLAZA DEL SOL TORRE BASSET,28825.0,360.3125,0.0,,,80.0,0.5,EB-VA2936,https://www.aciertamax.com/property/local-con-terraza-en-residencial-victoria,20.6466819,-103.400542
32.5,,True,Zapopan,Ciudad Granja,RENTA,Local comercial,LOCAL EN PLANTA BAJA LISTO PARA OPERAR EN CD GRANJA,28750.0,422.79411764705884,-0.173409519922453,,,68.0,0.5,EB-WY0915,https://www.aciertamax.com/property/local-en-planta-baja-listo-para-operar-en-cd-granja,20.6835331,-103.4451395
32.5,,True,Zapopan,Seattle,VENTA,Terreno,"Terrenos en Venta, Colonia Seattle, Zapopan, Jalisco.",9550400.0,40000.0,-1.230442857142857,,,238.76,0.5,EB-WI9281,https://www.aciertamax.com/property/terrenos-en-venta-colonia-seattle-zapopan-jalisco,20.7151969,-103.3773785
32.5,,True,Zapopan,Puerta de Hierro,RENTA,Oficina,"Oficinas de Lujo en Renta en Puerta de Hierro, Zapopan, Jalisco",28000.0,1644.157369348209,-1.8383348270853292,,,17.03,0.5,EB-WK5950,https://www.aciertamax.com/property/oficinas-de-lujo-en-renta-en-puerta-de-hierro-zapopan-jalisco,20.7094567,-103.4157171
32.5,,True,Zapopan,Puerta de Hierro,RENTA,Oficina,"CONSULTORIO EN RENTA | TORRE MÉDICA  ACUEDUCTO  , PUERTA DE HIERRO",27900.0,1231.7880794701987,-1.1264552108748693,,,22.65,0.5,EB-WN0066,https://www.aciertamax.com/property/consultorio-en-renta-torre-medica-acueducto-puerta-de-hierro-puerta-de-hierro-zapopan,20.7231687,-103.4179908
32.5,,True,Zapopan,La Venta Del Astillero,VENTA,Terreno industrial,TERRENOS INDUSTRIALES EN VENTA EN SPRING PARK (FRENTE A TECHNOLOGY PARK),9022540.0,10160.518018018018,-0.19269664791980146,,,888.0,0.5,EB-VF6686,https://www.aciertamax.com/property/terrenos-industriales-en-venta-en-spring-park-frente-a-technology-park-05539a7c-261a-4b15-8665-41de7fc2a721,20.7266154286,-103.5119822292
32.5,,True,Zapopan,Las Cañadas,VENTA,Terreno,Precioso Terreno Cañadas Frente Campo Golf 450 Mt,9899000.0,21997.777777777777,-0.22661965793650782,,,450.0,0.5,EB-OG9244,https://www.aciertamax.com/property/precioso-terreno-canadas-frente-campo-golf-450-mt,20.7796145,-103.3659489
32.5,,True,Zapopan,Los Sueños,VENTA,Terreno,Terreno con vista a área verde en “Los Sueños”,9000000.0,20250.658146389756,-0.129198395376421,,,444.43,0.5,EB-UG7312,https://www.aciertamax.com/property/terreno-con-vista-a-area-verde-en-los-suenos,20.7118077552,-103.4737323835
32.5,,True,Zapopan,Los Sueños,VENTA,Terreno,Terreno en Venta Fraccionamiento Los Sueños Residencial,9900000.0,21244.635193133046,-0.18462362047823408,,,466.0,0.5,EB-VU7810,https://www.aciertamax.com/property/terreno-en-venta-fraccionamiento-los-suenos-residencial,20.7108023,-103.4726498
32.5,,True,Zapopan,Santa Ana Tepetitlán,VENTA,Terreno comercial,¡TERRENO EN VENTA CON UBICACIÓN ESTRATÉGICA SOBRE PERIFÉRICO SUR!,9500000.0,30744.33656957929,-1.0496224379719525,,,309.0,0.5,EB-UN4678,https://www.aciertamax.com/property/terreno-en-venta-con-ubicacion-estrategica-sobre-periferico-sur,20.6261803,-103.4336423
32.5,,True,Zapopan,La Estancia,VENTA,Terreno,Terreno en venta La Estancia,9400000.0,30420.711974110032,-0.6962914932963475,,,309.0,0.5,EB-UN0187,https://www.aciertamax.com/property/terreno-en-venta-la-estancia-la-estancia-zapopan,20.677086,-103.4268747
32.5,,True,Tonalá,El Vado,RENTA,Bodega comercial,Bodega en renta Parque Industrial,118501.5,130.0,-0.0370727010110737,,,911.55,0.5,EB-VA0528,https://www.aciertamax.com/property/bodega-en-renta-parque-industrial-el-vado,20.6153059,-103.1780697
32.5,,True,Zapopan,Las Cañadas,VENTA,Terreno,GRAN TERRENO EN VENTA LAS CAÑADAS,9633000.0,19000.0,-0.05946035714285705,,,507.0,0.5,EB-GL4203,https://www.aciertamax.com/property/gran-terreno-en-venta-las-canadas-las-canadas,20.7879558902,-103.3644678444
32.5,,True,Zapopan,La Venta Del Astillero,VENTA,Terreno industrial,TERRENOS INDUSTRIALES EN VENTA | ALDEAPARK,9914066.0,8866.569481460281,-0.04080595894150566,,,1118.14,0.5,EB-WD5488,https://www.aciertamax.com/property/terrenos-industriales-en-venta-aldeapark,20.7326186994,-103.526379044
32.5,,True,Zapopan,Jardín Real,VENTA,Terreno,Terreno en venta en jardín real,8760000.0,28968.253968253972,-0.6153008786848073,,,302.4,0.5,EB-VI6411,https://www.aciertamax.com/property/terreno-en-venta-en-jardin-real-b2d3b910-6947-4d50-89b0-972d64453906,20.7326196,-103.4368998
32.5,,True,Zapopan,Lomas Altas,VENTA,Terreno,"VENTA TERRENO LOMAS ALTAS, 409 m2",8750000.0,21393.643031784843,-0.19293245721271393,,,409.0,0.5,EB-TI0754,https://www.aciertamax.com/property/venta-de-terreno-en-lomas-altas-lomas-altas-zapopan,20.6833105,-103.4130717
32.5,,True,Zapopan,Puerta del Valle,VENTA,Terreno,Terreno en Venta en Puerta del Valle,8729000.0,37952.17391304348,-1.1162538804347826,,,230.0,0.5,EB-XA2704,https://www.aciertamax.com/property/terreno-en-venta-en-puerta-del-valle-b59d7f6c-322c-4d9f-9fab-b4ab226273a1,20.7406589,-103.4299655
32.5,,True,Zapopan,Puerta del Valle,VENTA,Terreno,Terreno en venta Puerta del Valle,8729000.0,37952.17391304348,-1.1162538804347826,,,230.0,0.5,EB-WW2828,https://www.aciertamax.com/property/terreno-en-venta-puerta-del-valle-puerta-del-valle,20.724849,-103.4215573
32.5,,True,Zapopan,Arauca II,VENTA,Terreno,Terreno en venta en ARAUCA,8700000.0,23901.0989010989,-0.3327508830455257,,,364.0,0.5,EB-VH7839,https://www.aciertamax.com/property/terreno-en-venta-en-arauca,20.7389271337,-103.4651000832
32.5,,True,Zapopan,Arboledas Residencial,RENTA,Local comercial,OPORTUNIDAD PARA EMPRESARIOS LOCAL EN RENTA PLANTA BAJA GUADALAJARA,27006.42,651.0708775313404,-0.806961672246565,,,41.48,0.5,EB-VN4838,https://www.aciertamax.com/property/oportunidad-para-empresarios-local-en-renta-planta-baja-guadalajara,20.6291696948,-103.4202696985
32.5,,True,Zapopan,Arauca II,VENTA,Terreno,"EXCLUSIVO TERRENO EN CONDOMINIO ARAUCA Il ZAPOPAN, JALISCO",8600000.0,23626.373626373625,-0.31743190737833576,,,364.0,0.5,EB-WP9446,https://www.aciertamax.com/property/exclusivo-terreno-en-condominio-arauca-il-zapopan-jalisco,20.7364474235,-103.4687005661
32.5,,True,Zapopan,Puerta de Hierro,RENTA,Oficina,"Oficinas de Lujo en Renta en Puerta de Hierro, Zapopan, Jalisco",27700.0,1642.9418742586004,-1.83623649872011,,,16.86,0.5,EB-WK5980,https://www.aciertamax.com/property/oficinas-de-lujo-en-renta-en-puerta-de-hierro-zapopan-jalisco-puerta-de-hierro,20.7094567,-103.4157171
32.5,,True,Zapopan,Arauca II,VENTA,Terreno,Terreno en Venta Arauca 2,8600000.0,23626.373626373625,-0.31743190737833576,,,364.0,0.5,EB-TZ1845,https://www.aciertamax.com/property/terreno-en-venta-arauca-2,20.7342781062,-103.4663197829
32.5,,True,Tonalá,Puerta Sol,RENTA,Bodega industrial,BODEGA EN RENTA | PARQUE INDUSTRIAL INDUJAL | TONALÁ,125000.0,164.82719516858526,-0.4010791553058588,,,758.37,0.5,EB-WS6464,https://www.aciertamax.com/property/bodega-en-renta-parque-industrial-indujal-tonala,20.6156754496,-103.17941218
32.5,,True,Zapopan,Residencial Victoria,RENTA,Local comercial,LOCAL EN PLAZA NUEVA RESIDENCIAL VICTORIA,27730.0,360.12987012987014,0.0005068652076457473,,,77.0,0.5,EB-VA2910,https://www.aciertamax.com/property/local-en-plaza-nueva-residencial-victoria,20.6466819,-103.400542
32.5,,True,Tonalá,Tonalá Centro,RENTA,Nave industrial,NAVE EN RENTA EN PARQUE INDUSTRIAL TONALA,124766.0,165.03439153439155,-0.1035255219615431,,,756.0,0.5,EB-PO3385,https://www.aciertamax.com/property/nave-en-renta-en-parque-industrial-tonala,20.6231649867,-103.2098277316
32.5,,True,Zapopan,Las Cañadas,VENTA,Terreno,GRAN TERRENO EN VENTA LAS CAÑADAS,9633000.0,19000.0,-0.05946035714285705,,,507.0,0.5,EB-TO6180,https://www.aciertamax.com/property/gran-terreno-en-venta-las-canadas-las-canadas-zapopan,20.7879558902,-103.3644678444
